anio,mes,region,n_rayos,dias_con_datos,dias_del_mes,cobertura,n_rayos_norm
2021,6,Costa,56,30,30,1.0,56.0
2021,7,Costa,45,30,31,0.9677,46.5
2021,8,Costa,265,31,31,1.0,265.0
2021,9,Costa,297,30,30,1.0,297.0
2021,10,Costa,897,31,31,1.0,897.0
2021,11,Costa,798,30,30,1.0,798.0
2021,12,Costa,1183,31,31,1.0,1183.0
2022,1,Costa,3075,31,31,1.0,3075.0
2022,2,Costa,3704,28,28,1.0,3704.0
2022,3,Costa,2713,31,31,1.0,2713.0
2022,4,Costa,426,30,30,1.0,426.0
2022,5,Costa,22,31,31,1.0,22.0
2022,6,Costa,29,27,30,0.9,32.2
2022,7,Costa,30,31,31,1.0,30.0
2022,8,Costa,7,30,31,0.9677,7.2
2022,9,Costa,167,30,30,1.0,167.0
2022,10,Costa,231,31,31,1.0,231.0
2022,11,Costa,524,30,30,1.0,524.0
2022,12,Costa,2697,31,31,1.0,2697.0
2023,1,Costa,3826,31,31,1.0,3826.0
2023,2,Costa,9465,28,28,1.0,9465.0
2023,3,Costa,11452,31,31,1.0,11452.0
2023,4,Costa,25925,30,30,1.0,25925.0
2023,5,Costa,766,31,31,1.0,766.0
2023,6,Costa,7,26,30,0.8667,8.1
2023,7,Costa,16,30,31,0.9677,16.5
2023,8,Costa,22,31,31,1.0,22.0
2023,9,Costa,77,30,30,1.0,77.0
2023,10,Costa,816,31,31,1.0,816.0
2023,11,Costa,703,30,30,1.0,703.0
2023,12,Costa,2284,31,31,1.0,2284.0
2024,1,Costa,8818,31,31,1.0,8818.0
2024,2,Costa,6870,29,29,1.0,6870.0
2024,3,Costa,3990,31,31,1.0,3990.0
2024,4,Costa,1267,30,30,1.0,1267.0
2024,5,Costa,116,28,31,0.9032,128.4
2024,6,Costa,14,28,30,0.9333,15.0
2024,7,Costa,2,29,31,0.9355,2.1
2024,8,Costa,1,30,31,0.9677,1.0
2024,9,Costa,57,30,30,1.0,57.0
2024,10,Costa,380,31,31,1.0,380.0
2024,11,Costa,452,30,30,1.0,452.0
2024,12,Costa,1454,31,31,1.0,1454.0
2025,1,Costa,1629,31,31,1.0,1629.0
2025,2,Costa,5860,28,28,1.0,5860.0
2025,3,Costa,3396,31,31,1.0,3396.0
2025,4,Costa,1697,30,30,1.0,1697.0
2025,5,Costa,62,31,31,1.0,62.0
2025,6,Costa,3,29,30,0.9667,3.1
2025,7,Costa,4,26,31,0.8387,4.8
2025,8,Costa,22,30,31,0.9677,22.7
2025,9,Costa,171,29,30,0.9667,176.9
2025,10,Costa,452,31,31,1.0,452.0
2025,11,Costa,409,30,30,1.0,409.0
2025,12,Costa,167,31,31,1.0,167.0
