mes,n_rayos_norm_medio,n_rayos_norm_sd
1,396.0,180.3843119564448
2,1335.8,1235.9155310942572
3,2597.2,2178.5804322998956
4,4692.4,9566.98582626733
5,159.0,262.17646728873285
6,6.840000000000001,3.9928686429683613
7,9.379999999999999,9.801122384706764
8,32.92,55.27257005061371
9,49.519999999999996,55.64936657321447
10,129.0,100.96286446015684
11,207.2,100.55197660911494
12,318.4,158.6026481493925
