lat,lon,elev_m
-14.25,-74.7,4246.0
-14.25,-74.6,4259.0
-14.25,-74.5,4224.0
-14.25,-74.4,4092.0
-14.25,-74.3,4256.0
-14.25,-74.2,4284.0
-14.25,-74.1,4182.0
-14.25,-74.0,3082.0
-14.25,-73.9,4178.0
-14.25,-73.8,4394.0
-14.25,-73.7,4177.0
-14.25,-73.6,3736.0
-14.25,-73.5,3720.0
-14.25,-73.4,3786.0
-14.25,-73.3,3008.0
-14.25,-73.2,4230.0
-14.25,-73.1,4147.0
-14.25,-73.0,3812.0
-14.25,-72.9,4435.0
-14.25,-72.8,4588.0
-14.25,-72.7,4391.0
-14.25,-72.6,3558.0
-14.25,-72.5,4632.0
-14.25,-72.4,4412.0
-14.25,-72.3,4346.0
-14.25,-72.2,3603.0
-14.25,-72.1,3658.0
-14.25,-72.0,3989.0
-14.25,-71.9,3954.0
-14.25,-71.8,4081.0
-14.25,-71.7,3863.0
-14.25,-71.6,4282.0
-14.25,-71.5,4034.0
-14.25,-71.4,4060.0
-14.25,-71.3,3931.0
-14.25,-71.2,3746.0
-14.25,-71.1,4182.0
-14.25,-71.0,4329.0
-14.25,-70.9,4795.0
-14.25,-70.8,4584.0
-14.25,-70.7,4602.0
-14.25,-70.6,4689.0
-14.25,-70.5,4783.0
-14.25,-70.4,4491.0
-14.25,-70.3,4474.0
-14.25,-70.2,4333.0
-14.25,-70.1,4584.0
-14.25,-70.0,4790.0
-14.25,-69.9,4508.0
-14.25,-69.8,4752.0
-14.25,-69.7,4379.0
-14.25,-69.6,3033.0
-14.25,-69.5,3686.0
-14.25,-69.4,2463.0
-14.25,-69.3,2178.0
-14.25,-69.2,1731.0
-14.25,-69.1,2042.0
-14.25,-69.0,2045.0
-14.25,-68.9,1857.0
-14.25,-68.8,2072.0
-14.25,-68.7,1244.0
-14.25,-68.6,834.0
-14.25,-68.5,1340.0
-14.25,-68.4,1372.0
-14.25,-68.3,975.0
-14.25,-68.2,853.0
-14.25,-68.1,815.0
-14.25,-68.0,484.0
-14.0,-82.0,-4879.0
-14.0,-81.9,-4977.0
-14.0,-81.8,-4896.0
-14.0,-81.7,-4988.0
-14.0,-81.6,-5156.0
-14.0,-81.5,-4932.0
-14.0,-81.4,-5080.0
-14.0,-81.3,-4883.0
-14.0,-81.2,-4765.0
-14.0,-81.1,-4818.0
-14.0,-81.0,-4759.0
-14.0,-80.9,-4716.0
-14.0,-80.8,-4859.0
-14.0,-80.7,-4794.0
-14.0,-80.6,-4731.0
-14.0,-80.5,-4756.0
-14.0,-80.4,-4622.0
-14.0,-80.3,-4811.0
-14.0,-80.2,-4444.0
-14.0,-80.1,-4663.0
-14.0,-80.0,-4387.0
-14.0,-79.9,-4621.0
-14.0,-79.8,-4688.0
-14.0,-79.7,-4455.0
-14.0,-79.6,-4525.0
-14.0,-79.5,-4422.0
-14.0,-79.4,-4517.0
-14.0,-79.3,-4289.0
-14.0,-79.2,-4301.0
-14.0,-79.1,-4313.0
-14.0,-79.0,-4464.0
-14.0,-78.9,-4442.0
-14.0,-78.8,-4336.0
-14.0,-78.7,-4251.0
-14.0,-78.6,-4347.0
-14.0,-78.5,-4303.0
-14.0,-78.4,-4559.0
-14.0,-78.3,-4400.0
-14.0,-78.2,-4462.0
-14.0,-78.1,-4501.0
-14.0,-78.0,-4669.0
-14.0,-77.9,-4750.0
-14.0,-77.8,-4718.0
-14.0,-77.7,-4975.0
-14.0,-77.6,-5140.0
-14.0,-77.5,-5300.0
-14.0,-77.4,-4088.0
-14.0,-77.3,-4033.0
-14.0,-77.2,-3780.0
-14.0,-77.1,-3258.0
-14.0,-77.0,-2785.0
-14.0,-76.9,-2215.0
-14.0,-76.8,-1486.0
-14.0,-76.7,-775.0
-14.0,-76.6,-411.0
-14.0,-76.5,-208.0
-14.0,-76.4,-135.0
-14.0,-76.3,-1.0
-14.0,-76.2,167.0
-14.0,-76.1,267.0
-14.0,-76.0,473.0
-14.0,-75.9,460.0
-14.0,-75.8,478.0
-14.0,-75.7,455.0
-14.0,-75.6,1175.0
-14.0,-75.5,1723.0
-14.0,-75.4,2282.0
-14.0,-75.3,2714.0
-14.0,-75.2,3520.0
-14.0,-75.1,3514.0
-14.0,-75.0,2644.0
-14.0,-74.9,3581.0
-14.0,-74.8,4255.0
-14.0,-74.7,4017.0
-14.0,-74.6,4181.0
-14.0,-74.5,4250.0
-14.0,-74.4,3889.0
-14.0,-74.3,3958.0
-14.0,-74.2,4346.0
-14.0,-74.1,4347.0
-14.0,-74.0,4132.0
-14.0,-73.9,2789.0
-14.0,-73.8,3857.0
-14.0,-73.7,4102.0
-14.0,-73.6,3440.0
-14.0,-73.5,3991.0
-14.0,-73.4,4130.0
-14.0,-73.3,3567.0
-14.0,-73.2,3232.0
-14.0,-73.1,3261.0
-14.0,-73.0,3900.0
-14.0,-72.9,3728.0
-14.0,-72.8,4611.0
-14.0,-72.7,4615.0
-14.0,-72.6,3809.0
-14.0,-72.5,3971.0
-14.0,-72.4,4128.0
-14.0,-72.3,4078.0
-14.0,-72.2,3930.0
-14.0,-72.1,3423.0
-14.0,-72.0,3636.0
-14.0,-71.9,3937.0
-14.0,-71.8,4212.0
-14.0,-71.7,3908.0
-14.0,-71.6,3835.0
-14.0,-71.5,3829.0
-14.0,-71.4,4186.0
-14.0,-71.3,4643.0
-14.0,-71.2,4785.0
-14.0,-71.1,4874.0
-14.0,-71.0,4630.0
-14.0,-70.9,4973.0
-14.0,-70.8,4831.0
-14.0,-70.7,4853.0
-14.0,-70.6,4618.0
-14.0,-70.5,4361.0
-14.0,-70.4,4559.0
-14.0,-70.3,4746.0
-14.0,-70.2,4647.0
-14.0,-70.1,4496.0
-14.0,-70.0,4118.0
-14.0,-69.9,4695.0
-14.0,-69.8,3842.0
-14.0,-69.7,3074.0
-14.0,-69.6,2846.0
-14.0,-69.5,1749.0
-14.0,-69.4,1346.0
-14.0,-69.3,1529.0
-14.0,-69.2,1434.0
-14.0,-69.1,1711.0
-14.0,-69.0,1289.0
-14.0,-68.9,1235.0
-14.0,-68.8,1580.0
-14.0,-68.7,1460.0
-14.0,-68.6,1387.0
-14.0,-68.5,1114.0
-14.0,-68.4,965.0
-14.0,-68.3,578.0
-14.0,-68.2,715.0
-14.0,-68.1,653.0
-14.0,-68.0,386.0
-13.75,-82.0,-4848.0
-13.75,-81.9,-4871.0
-13.75,-81.8,-4980.0
-13.75,-81.7,-4866.0
-13.75,-81.6,-4902.0
-13.75,-81.5,-4917.0
-13.75,-81.4,-4861.0
-13.75,-81.3,-4987.0
-13.75,-81.2,-4898.0
-13.75,-81.1,-4884.0
-13.75,-81.0,-4911.0
-13.75,-80.9,-4882.0
-13.75,-80.8,-4753.0
-13.75,-80.7,-4684.0
-13.75,-80.6,-4713.0
-13.75,-80.5,-4675.0
-13.75,-80.4,-4646.0
-13.75,-80.3,-4617.0
-13.75,-80.2,-4585.0
-13.75,-80.1,-4446.0
-13.75,-80.0,-4471.0
-13.75,-79.9,-4441.0
-13.75,-79.8,-4518.0
-13.75,-79.7,-4490.0
-13.75,-79.6,-4443.0
-13.75,-79.5,-4443.0
-13.75,-79.4,-4444.0
-13.75,-79.3,-4457.0
-13.75,-79.2,-4597.0
-13.75,-79.1,-4437.0
-13.75,-79.0,-4526.0
-13.75,-78.9,-4472.0
-13.75,-78.8,-4422.0
-13.75,-78.7,-4571.0
-13.75,-78.6,-4418.0
-13.75,-78.5,-4489.0
-13.75,-78.4,-4588.0
-13.75,-78.3,-4712.0
-13.75,-78.2,-4715.0
-13.75,-78.1,-4702.0
-13.75,-78.0,-4897.0
-13.75,-77.9,-5041.0
-13.75,-77.8,-5345.0
-13.75,-77.7,-5429.0
-13.75,-77.6,-4456.0
-13.75,-77.5,-4073.0
-13.75,-77.4,-3810.0
-13.75,-77.3,-3343.0
-13.75,-77.2,-2599.0
-13.75,-77.1,-2135.0
-13.75,-77.0,-1660.0
-13.75,-76.9,-900.0
-13.75,-76.8,-665.0
-13.75,-76.7,-348.0
-13.75,-76.6,-202.0
-13.75,-76.5,-133.0
-13.75,-76.4,-2.0
-13.75,-76.3,-1.0
-13.75,-76.2,29.0
-13.75,-76.1,174.0
-13.75,-76.0,263.0
-13.75,-75.9,415.0
-13.75,-75.8,950.0
-13.75,-75.7,1421.0
-13.75,-75.6,2577.0
-13.75,-75.5,2237.0
-13.75,-75.4,2939.0
-13.75,-75.3,3205.0
-13.75,-75.2,4053.0
-13.75,-75.1,3870.0
-13.75,-75.0,4239.0
-13.75,-74.9,4318.0
-13.75,-74.8,4467.0
-13.75,-74.7,4452.0
-13.75,-74.6,4518.0
-13.75,-74.5,4027.0
-13.75,-74.4,4137.0
-13.75,-74.3,3463.0
-13.75,-74.2,4330.0
-13.75,-74.1,3976.0
-13.75,-74.0,3272.0
-13.75,-73.9,3994.0
-13.75,-73.8,3077.0
-13.75,-73.7,2243.0
-13.75,-73.6,3305.0
-13.75,-73.5,3566.0
-13.75,-73.4,3590.0
-13.75,-73.3,4081.0
-13.75,-73.2,4334.0
-13.75,-73.1,4370.0
-13.75,-73.0,3232.0
-13.75,-72.9,2400.0
-13.75,-72.8,4337.0
-13.75,-72.7,4499.0
-13.75,-72.6,4445.0
-13.75,-72.5,4145.0
-13.75,-72.4,4089.0
-13.75,-72.3,3738.0
-13.75,-72.2,3002.0
-13.75,-72.1,3231.0
-13.75,-72.0,3421.0
-13.75,-71.9,3929.0
-13.75,-71.8,3507.0
-13.75,-71.7,4476.0
-13.75,-71.6,3447.0
-13.75,-71.5,4193.0
-13.75,-71.4,4078.0
-13.75,-71.3,4454.0
-13.75,-71.2,4799.0
-13.75,-71.1,5488.0
-13.75,-71.0,5336.0
-13.75,-70.9,5117.0
-13.75,-70.8,4641.0
-13.75,-70.7,4971.0
-13.75,-70.6,4377.0
-13.75,-70.5,4032.0
-13.75,-70.4,4178.0
-13.75,-70.3,3473.0
-13.75,-70.2,2929.0
-13.75,-70.1,3445.0
-13.75,-70.0,2215.0
-13.75,-69.9,1753.0
-13.75,-69.8,1286.0
-13.75,-69.7,1103.0
-13.75,-69.6,1362.0
-13.75,-69.5,1251.0
-13.75,-69.4,1173.0
-13.75,-69.3,1191.0
-13.75,-69.2,1047.0
-13.75,-69.1,896.0
-13.75,-69.0,1022.0
-13.75,-68.9,894.0
-13.75,-68.8,557.0
-13.75,-68.7,838.0
-13.75,-68.6,334.0
-13.75,-68.5,387.0
-13.75,-68.4,664.0
-13.75,-68.3,309.0
-13.75,-68.2,292.0
-13.75,-68.1,254.0
-13.75,-68.0,242.0
-13.5,-82.0,-4820.0
-13.5,-81.9,-4798.0
-13.5,-81.8,-4852.0
-13.5,-81.7,-4837.0
-13.5,-81.6,-4882.0
-13.5,-81.5,-4897.0
-13.5,-81.4,-4792.0
-13.5,-81.3,-4882.0
-13.5,-81.2,-4852.0
-13.5,-81.1,-4837.0
-13.5,-81.0,-4813.0
-13.5,-80.9,-4894.0
-13.5,-80.8,-4769.0
-13.5,-80.7,-4780.0
-13.5,-80.6,-4660.0
-13.5,-80.5,-4638.0
-13.5,-80.4,-4670.0
-13.5,-80.3,-4697.0
-13.5,-80.2,-4605.0
-13.5,-80.1,-4515.0
-13.5,-80.0,-4401.0
-13.5,-79.9,-4442.0
-13.5,-79.8,-4483.0
-13.5,-79.7,-4474.0
-13.5,-79.6,-4507.0
-13.5,-79.5,-4562.0
-13.5,-79.4,-4417.0
-13.5,-79.3,-4568.0
-13.5,-79.2,-4445.0
-13.5,-79.1,-4524.0
-13.5,-79.0,-4534.0
-13.5,-78.9,-4463.0
-13.5,-78.8,-4486.0
-13.5,-78.7,-4621.0
-13.5,-78.6,-4656.0
-13.5,-78.5,-4670.0
-13.5,-78.4,-4702.0
-13.5,-78.3,-4719.0
-13.5,-78.2,-4907.0
-13.5,-78.1,-5142.0
-13.5,-78.0,-5446.0
-13.5,-77.9,-5463.0
-13.5,-77.8,-4717.0
-13.5,-77.7,-3862.0
-13.5,-77.6,-3515.0
-13.5,-77.5,-3552.0
-13.5,-77.4,-2935.0
-13.5,-77.3,-2323.0
-13.5,-77.2,-1884.0
-13.5,-77.1,-1289.0
-13.5,-77.0,-660.0
-13.5,-76.9,-470.0
-13.5,-76.8,-259.0
-13.5,-76.7,-178.0
-13.5,-76.6,-148.0
-13.5,-76.5,-113.0
-13.5,-76.4,-98.0
-13.5,-76.3,-54.0
-13.5,-76.2,-2.0
-13.5,-76.1,94.0
-13.5,-76.0,393.0
-13.5,-75.9,1131.0
-13.5,-75.8,2257.0
-13.5,-75.7,2030.0
-13.5,-75.6,2454.0
-13.5,-75.5,2483.0
-13.5,-75.4,3668.0
-13.5,-75.3,3472.0
-13.5,-75.2,4057.0
-13.5,-75.1,4422.0
-13.5,-75.0,4514.0
-13.5,-74.9,4301.0
-13.5,-74.8,4038.0
-13.5,-74.7,4504.0
-13.5,-74.6,4169.0
-13.5,-74.5,4367.0
-13.5,-74.4,4191.0
-13.5,-74.3,4068.0
-13.5,-74.2,3632.0
-13.5,-74.1,3418.0
-13.5,-74.0,3986.0
-13.5,-73.9,3527.0
-13.5,-73.8,2277.0
-13.5,-73.7,3361.0
-13.5,-73.6,4012.0
-13.5,-73.5,2157.0
-13.5,-73.4,2300.0
-13.5,-73.3,2896.0
-13.5,-73.2,3521.0
-13.5,-73.1,1503.0
-13.5,-73.0,3409.0
-13.5,-72.9,3195.0
-13.5,-72.8,3011.0
-13.5,-72.7,2154.0
-13.5,-72.6,2567.0
-13.5,-72.5,2423.0
-13.5,-72.4,3667.0
-13.5,-72.3,3741.0
-13.5,-72.2,3342.0
-13.5,-72.1,3800.0
-13.5,-72.0,3665.0
-13.5,-71.9,3897.0
-13.5,-71.8,3901.0
-13.5,-71.7,3826.0
-13.5,-71.6,3516.0
-13.5,-71.5,4106.0
-13.5,-71.4,4283.0
-13.5,-71.3,4648.0
-13.5,-71.2,4657.0
-13.5,-71.1,4510.0
-13.5,-71.0,3218.0
-13.5,-70.9,1911.0
-13.5,-70.8,3784.0
-13.5,-70.7,4052.0
-13.5,-70.6,2437.0
-13.5,-70.5,2283.0
-13.5,-70.4,1109.0
-13.5,-70.3,1655.0
-13.5,-70.2,600.0
-13.5,-70.1,1325.0
-13.5,-70.0,1035.0
-13.5,-69.9,392.0
-13.5,-69.8,345.0
-13.5,-69.7,400.0
-13.5,-69.6,838.0
-13.5,-69.5,559.0
-13.5,-69.4,528.0
-13.5,-69.3,460.0
-13.5,-69.2,410.0
-13.5,-69.1,363.0
-13.5,-69.0,279.0
-13.5,-68.9,252.0
-13.5,-68.8,249.0
-13.5,-68.7,248.0
-13.5,-68.6,244.0
-13.5,-68.5,251.0
-13.5,-68.4,247.0
-13.5,-68.3,248.0
-13.5,-68.2,238.0
-13.5,-68.1,232.0
-13.5,-68.0,222.0
-13.25,-82.0,-4781.0
-13.25,-81.9,-4815.0
-13.25,-81.8,-4743.0
-13.25,-81.7,-4861.0
-13.25,-81.6,-4847.0
-13.25,-81.5,-4889.0
-13.25,-81.4,-4943.0
-13.25,-81.3,-4805.0
-13.25,-81.2,-4871.0
-13.25,-81.1,-4782.0
-13.25,-81.0,-4717.0
-13.25,-80.9,-4737.0
-13.25,-80.8,-4679.0
-13.25,-80.7,-4659.0
-13.25,-80.6,-4729.0
-13.25,-80.5,-4650.0
-13.25,-80.4,-4700.0
-13.25,-80.3,-4656.0
-13.25,-80.2,-4614.0
-13.25,-80.1,-4504.0
-13.25,-80.0,-4649.0
-13.25,-79.9,-4531.0
-13.25,-79.8,-4524.0
-13.25,-79.7,-4512.0
-13.25,-79.6,-4470.0
-13.25,-79.5,-4432.0
-13.25,-79.4,-4622.0
-13.25,-79.3,-4442.0
-13.25,-79.2,-4472.0
-13.25,-79.1,-4766.0
-13.25,-79.0,-4543.0
-13.25,-78.9,-4698.0
-13.25,-78.8,-4739.0
-13.25,-78.7,-4761.0
-13.25,-78.6,-4822.0
-13.25,-78.5,-4850.0
-13.25,-78.4,-4879.0
-13.25,-78.3,-5139.0
-13.25,-78.2,-5517.0
-13.25,-78.1,-5662.0
-13.25,-78.0,-4773.0
-13.25,-77.9,-3919.0
-13.25,-77.8,-3427.0
-13.25,-77.7,-2984.0
-13.25,-77.6,-2706.0
-13.25,-77.5,-2055.0
-13.25,-77.4,-1490.0
-13.25,-77.3,-1302.0
-13.25,-77.2,-1446.0
-13.25,-77.1,-1343.0
-13.25,-77.0,-863.0
-13.25,-76.9,-367.0
-13.25,-76.8,-209.0
-13.25,-76.7,-141.0
-13.25,-76.6,-119.0
-13.25,-76.5,-106.0
-13.25,-76.4,-37.0
-13.25,-76.3,90.0
-13.25,-76.2,221.0
-13.25,-76.1,669.0
-13.25,-76.0,1329.0
-13.25,-75.9,1563.0
-13.25,-75.8,2440.0
-13.25,-75.7,3943.0
-13.25,-75.6,2658.0
-13.25,-75.5,3905.0
-13.25,-75.4,4196.0
-13.25,-75.3,4409.0
-13.25,-75.2,4720.0
-13.25,-75.1,4630.0
-13.25,-75.0,4632.0
-13.25,-74.9,4700.0
-13.25,-74.8,4729.0
-13.25,-74.7,4506.0
-13.25,-74.6,4469.0
-13.25,-74.5,4195.0
-13.25,-74.4,3629.0
-13.25,-74.3,3935.0
-13.25,-74.2,3228.0
-13.25,-74.1,3458.0
-13.25,-74.0,3206.0
-13.25,-73.9,3414.0
-13.25,-73.8,2343.0
-13.25,-73.7,2431.0
-13.25,-73.6,3616.0
-13.25,-73.5,3551.0
-13.25,-73.4,1874.0
-13.25,-73.3,1961.0
-13.25,-73.2,4078.0
-13.25,-73.1,4658.0
-13.25,-73.0,4041.0
-13.25,-72.9,4490.0
-13.25,-72.8,4803.0
-13.25,-72.7,4298.0
-13.25,-72.6,3349.0
-13.25,-72.5,4433.0
-13.25,-72.4,3742.0
-13.25,-72.3,3037.0
-13.25,-72.2,3564.0
-13.25,-72.1,4094.0
-13.25,-72.0,4732.0
-13.25,-71.9,4032.0
-13.25,-71.8,3897.0
-13.25,-71.7,3535.0
-13.25,-71.6,3745.0
-13.25,-71.5,3210.0
-13.25,-71.4,3110.0
-13.25,-71.3,3353.0
-13.25,-71.2,1773.0
-13.25,-71.1,2521.0
-13.25,-71.0,1664.0
-13.25,-70.9,1301.0
-13.25,-70.8,877.0
-13.25,-70.7,627.0
-13.25,-70.6,503.0
-13.25,-70.5,511.0
-13.25,-70.4,518.0
-13.25,-70.3,727.0
-13.25,-70.2,610.0
-13.25,-70.1,866.0
-13.25,-70.0,323.0
-13.25,-69.9,304.0
-13.25,-69.8,315.0
-13.25,-69.7,311.0
-13.25,-69.6,278.0
-13.25,-69.5,278.0
-13.25,-69.4,266.0
-13.25,-69.3,264.0
-13.25,-69.2,258.0
-13.25,-69.1,251.0
-13.25,-69.0,237.0
-13.25,-68.9,231.0
-13.25,-68.8,231.0
-13.25,-68.7,227.0
-13.25,-68.6,226.0
-13.25,-68.5,224.0
-13.25,-68.4,219.0
-13.25,-68.3,208.0
-13.25,-68.2,201.0
-13.25,-68.1,196.0
-13.25,-68.0,191.0
-13.0,-82.0,-4823.0
-13.0,-81.9,-4830.0
-13.0,-81.8,-4809.0
-13.0,-81.7,-4737.0
-13.0,-81.6,-4765.0
-13.0,-81.5,-4794.0
-13.0,-81.4,-4795.0
-13.0,-81.3,-4796.0
-13.0,-81.2,-4780.0
-13.0,-81.1,-4658.0
-13.0,-81.0,-4676.0
-13.0,-80.9,-4652.0
-13.0,-80.8,-4629.0
-13.0,-80.7,-4725.0
-13.0,-80.6,-4717.0
-13.0,-80.5,-4545.0
-13.0,-80.4,-4556.0
-13.0,-80.3,-4615.0
-13.0,-80.2,-4581.0
-13.0,-80.1,-4662.0
-13.0,-80.0,-4594.0
-13.0,-79.9,-4546.0
-13.0,-79.8,-4653.0
-13.0,-79.7,-4539.0
-13.0,-79.6,-4604.0
-13.0,-79.5,-4693.0
-13.0,-79.4,-4332.0
-13.0,-79.3,-4566.0
-13.0,-79.2,-4666.0
-13.0,-79.1,-4587.0
-13.0,-79.0,-4766.0
-13.0,-78.9,-4760.0
-13.0,-78.8,-4794.0
-13.0,-78.7,-4899.0
-13.0,-78.6,-5018.0
-13.0,-78.5,-5193.0
-13.0,-78.4,-5293.0
-13.0,-78.3,-5924.0
-13.0,-78.2,-5433.0
-13.0,-78.1,-4327.0
-13.0,-78.0,-3441.0
-13.0,-77.9,-3450.0
-13.0,-77.8,-2844.0
-13.0,-77.7,-2421.0
-13.0,-77.6,-1947.0
-13.0,-77.5,-1522.0
-13.0,-77.4,-1397.0
-13.0,-77.3,-1365.0
-13.0,-77.2,-1239.0
-13.0,-77.1,-878.0
-13.0,-77.0,-497.0
-13.0,-76.9,-288.0
-13.0,-76.8,-173.0
-13.0,-76.7,-127.0
-13.0,-76.6,-105.0
-13.0,-76.5,-1.0
-13.0,-76.4,89.0
-13.0,-76.3,376.0
-13.0,-76.2,616.0
-13.0,-76.1,1193.0
-13.0,-76.0,3049.0
-13.0,-75.9,3588.0
-13.0,-75.8,3823.0
-13.0,-75.7,4031.0
-13.0,-75.6,4428.0
-13.0,-75.5,4329.0
-13.0,-75.4,4598.0
-13.0,-75.3,4722.0
-13.0,-75.2,4813.0
-13.0,-75.1,4648.0
-13.0,-75.0,4680.0
-13.0,-74.9,4390.0
-13.0,-74.8,3716.0
-13.0,-74.7,4013.0
-13.0,-74.6,3998.0
-13.0,-74.5,3695.0
-13.0,-74.4,3406.0
-13.0,-74.3,2445.0
-13.0,-74.2,3014.0
-13.0,-74.1,4124.0
-13.0,-74.0,3335.0
-13.0,-73.9,3531.0
-13.0,-73.8,3832.0
-13.0,-73.7,2812.0
-13.0,-73.6,1941.0
-13.0,-73.5,774.0
-13.0,-73.4,2435.0
-13.0,-73.3,3986.0
-13.0,-73.2,3195.0
-13.0,-73.1,3324.0
-13.0,-73.0,3775.0
-13.0,-72.9,3946.0
-13.0,-72.8,2879.0
-13.0,-72.7,2693.0
-13.0,-72.6,1485.0
-13.0,-72.5,2126.0
-13.0,-72.4,3985.0
-13.0,-72.3,3821.0
-13.0,-72.2,4623.0
-13.0,-72.1,3918.0
-13.0,-72.0,3535.0
-13.0,-71.9,3755.0
-13.0,-71.8,3227.0
-13.0,-71.7,3094.0
-13.0,-71.6,1301.0
-13.0,-71.5,1251.0
-13.0,-71.4,696.0
-13.0,-71.3,663.0
-13.0,-71.2,824.0
-13.0,-71.1,812.0
-13.0,-71.0,795.0
-13.0,-70.9,527.0
-13.0,-70.8,493.0
-13.0,-70.7,386.0
-13.0,-70.6,420.0
-13.0,-70.5,433.0
-13.0,-70.4,520.0
-13.0,-70.3,402.0
-13.0,-70.2,302.0
-13.0,-70.1,269.0
-13.0,-70.0,255.0
-13.0,-69.9,244.0
-13.0,-69.8,234.0
-13.0,-69.7,229.0
-13.0,-69.6,227.0
-13.0,-69.5,209.0
-13.0,-69.4,227.0
-13.0,-69.3,239.0
-13.0,-69.2,235.0
-13.0,-69.1,228.0
-13.0,-69.0,224.0
-13.0,-68.9,212.0
-13.0,-68.8,205.0
-13.0,-68.7,211.0
-13.0,-68.6,207.0
-13.0,-68.5,203.0
-13.0,-68.4,202.0
-13.0,-68.3,201.0
-13.0,-68.2,193.0
-13.0,-68.1,195.0
-13.0,-68.0,189.0
-12.75,-82.0,-4758.0
-12.75,-81.9,-4762.0
-12.75,-81.8,-4752.0
-12.75,-81.7,-4761.0
-12.75,-81.6,-4703.0
-12.75,-81.5,-4767.0
-12.75,-81.4,-4794.0
-12.75,-81.3,-4764.0
-12.75,-81.2,-4764.0
-12.75,-81.1,-4696.0
-12.75,-81.0,-4677.0
-12.75,-80.9,-4650.0
-12.75,-80.8,-4650.0
-12.75,-80.7,-4484.0
-12.75,-80.6,-4600.0
-12.75,-80.5,-4617.0
-12.75,-80.4,-4562.0
-12.75,-80.3,-4602.0
-12.75,-80.2,-4605.0
-12.75,-80.1,-4737.0
-12.75,-80.0,-4652.0
-12.75,-79.9,-4633.0
-12.75,-79.8,-4641.0
-12.75,-79.7,-4600.0
-12.75,-79.6,-4773.0
-12.75,-79.5,-4580.0
-12.75,-79.4,-4729.0
-12.75,-79.3,-4773.0
-12.75,-79.2,-4677.0
-12.75,-79.1,-4714.0
-12.75,-79.0,-4785.0
-12.75,-78.9,-4821.0
-12.75,-78.8,-5039.0
-12.75,-78.7,-5200.0
-12.75,-78.6,-5381.0
-12.75,-78.5,-5720.0
-12.75,-78.4,-5881.0
-12.75,-78.3,-4772.0
-12.75,-78.2,-4080.0
-12.75,-78.1,-3478.0
-12.75,-78.0,-3166.0
-12.75,-77.9,-2520.0
-12.75,-77.8,-2125.0
-12.75,-77.7,-1694.0
-12.75,-77.6,-1291.0
-12.75,-77.5,-1152.0
-12.75,-77.4,-930.0
-12.75,-77.3,-625.0
-12.75,-77.2,-479.0
-12.75,-77.1,-357.0
-12.75,-77.0,-266.0
-12.75,-76.9,-167.0
-12.75,-76.8,-131.0
-12.75,-76.7,-53.0
-12.75,-76.6,40.0
-12.75,-76.5,234.0
-12.75,-76.4,1055.0
-12.75,-76.3,2078.0
-12.75,-76.2,1822.0
-12.75,-76.1,3243.0
-12.75,-76.0,3051.0
-12.75,-75.9,2051.0
-12.75,-75.8,3387.0
-12.75,-75.7,4526.0
-12.75,-75.6,4146.0
-12.75,-75.5,4575.0
-12.75,-75.4,4690.0
-12.75,-75.3,4380.0
-12.75,-75.2,4561.0
-12.75,-75.1,4586.0
-12.75,-75.0,4420.0
-12.75,-74.9,4126.0
-12.75,-74.8,4086.0
-12.75,-74.7,3939.0
-12.75,-74.6,4025.0
-12.75,-74.5,2908.0
-12.75,-74.4,3148.0
-12.75,-74.3,2272.0
-12.75,-74.2,4244.0
-12.75,-74.1,3913.0
-12.75,-74.0,2653.0
-12.75,-73.9,2463.0
-12.75,-73.8,1616.0
-12.75,-73.7,1022.0
-12.75,-73.6,1315.0
-12.75,-73.5,2420.0
-12.75,-73.4,1655.0
-12.75,-73.3,1455.0
-12.75,-73.2,1414.0
-12.75,-73.1,1740.0
-12.75,-73.0,1893.0
-12.75,-72.9,1956.0
-12.75,-72.8,2079.0
-12.75,-72.7,2632.0
-12.75,-72.6,2095.0
-12.75,-72.5,1946.0
-12.75,-72.4,1319.0
-12.75,-72.3,1899.0
-12.75,-72.2,1895.0
-12.75,-72.1,3574.0
-12.75,-72.0,1828.0
-12.75,-71.9,3663.0
-12.75,-71.8,1699.0
-12.75,-71.7,965.0
-12.75,-71.6,975.0
-12.75,-71.5,652.0
-12.75,-71.4,512.0
-12.75,-71.3,559.0
-12.75,-71.2,498.0
-12.75,-71.1,456.0
-12.75,-71.0,382.0
-12.75,-70.9,356.0
-12.75,-70.8,330.0
-12.75,-70.7,305.0
-12.75,-70.6,277.0
-12.75,-70.5,272.0
-12.75,-70.4,295.0
-12.75,-70.3,284.0
-12.75,-70.2,274.0
-12.75,-70.1,259.0
-12.75,-70.0,244.0
-12.75,-69.9,235.0
-12.75,-69.8,208.0
-12.75,-69.7,237.0
-12.75,-69.6,236.0
-12.75,-69.5,246.0
-12.75,-69.4,238.0
-12.75,-69.3,221.0
-12.75,-69.2,203.0
-12.75,-69.1,228.0
-12.75,-69.0,212.0
-12.75,-68.9,218.0
-12.75,-68.8,201.0
-12.75,-68.7,208.0
-12.75,-68.6,214.0
-12.75,-68.5,213.0
-12.75,-68.4,198.0
-12.75,-68.3,196.0
-12.75,-68.2,197.0
-12.75,-68.1,197.0
-12.75,-68.0,190.0
-12.5,-82.0,-4818.0
-12.5,-81.9,-4795.0
-12.5,-81.8,-4779.0
-12.5,-81.7,-4657.0
-12.5,-81.6,-4692.0
-12.5,-81.5,-4639.0
-12.5,-81.4,-4683.0
-12.5,-81.3,-4722.0
-12.5,-81.2,-4614.0
