lat,lon,elev_m
-9.25,-81.3,-4838.0
-9.25,-81.2,-4953.0
-9.25,-81.1,-5012.0
-9.25,-81.0,-5229.0
-9.25,-80.9,-5538.0
-9.25,-80.8,-6004.0
-9.25,-80.7,-5628.0
-9.25,-80.6,-6152.0
-9.25,-80.5,-4876.0
-9.25,-80.4,-4253.0
-9.25,-80.3,-3655.0
-9.25,-80.2,-2946.0
-9.25,-80.1,-1759.0
-9.25,-80.0,-1243.0
-9.25,-79.9,-1026.0
-9.25,-79.8,-898.0
-9.25,-79.7,-577.0
-9.25,-79.6,-405.0
-9.25,-79.5,-184.0
-9.25,-79.4,-155.0
-9.25,-79.3,-147.0
-9.25,-79.2,-155.0
-9.25,-79.1,-128.0
-9.25,-79.0,-113.0
-9.25,-78.9,-101.0
-9.25,-78.8,-98.0
-9.25,-78.7,-92.0
-9.25,-78.6,-63.0
-9.25,-78.5,1.0
-9.25,-78.4,86.0
-9.25,-78.3,296.0
-9.25,-78.2,886.0
-9.25,-78.1,1733.0
-9.25,-78.0,3510.0
-9.25,-77.9,4355.0
-9.25,-77.8,4436.0
-9.25,-77.7,3084.0
-9.25,-77.6,3263.0
-9.25,-77.5,5362.0
-9.25,-77.4,4632.0
-9.25,-77.3,4309.0
-9.25,-77.2,4238.0
-9.25,-77.1,3931.0
-9.25,-77.0,2846.0
-9.25,-76.9,3624.0
-9.25,-76.8,4036.0
-9.25,-76.7,3905.0
-9.25,-76.6,2359.0
-9.25,-76.5,1409.0
-9.25,-76.4,1951.0
-9.25,-76.3,1193.0
-9.25,-76.2,1186.0
-9.25,-76.1,925.0
-9.25,-76.0,634.0
-9.25,-75.9,745.0
-9.25,-75.8,1131.0
-9.25,-75.7,1276.0
-9.25,-75.6,859.0
-9.25,-75.5,388.0
-9.25,-75.4,329.0
-9.25,-75.3,283.0
-9.25,-75.2,251.0
-9.25,-75.1,241.0
-9.25,-75.0,223.0
-9.25,-74.9,215.0
-9.25,-74.8,423.0
-9.25,-74.7,818.0
-9.25,-74.6,1291.0
-9.25,-74.5,186.0
-9.25,-74.4,181.0
-9.25,-74.3,161.0
-9.25,-74.2,188.0
-9.25,-74.1,170.0
-9.25,-74.0,184.0
-9.25,-73.9,197.0
-9.25,-73.8,207.0
-9.25,-73.7,216.0
-9.25,-73.6,240.0
-9.25,-73.5,266.0
-9.25,-73.4,281.0
-9.25,-73.3,279.0
-9.25,-73.2,268.0
-9.25,-73.1,308.0
-9.25,-73.0,267.0
-9.25,-72.9,272.0
-9.25,-72.8,300.0
-9.25,-72.7,238.0
-9.25,-72.6,291.0
-9.25,-72.5,264.0
-9.25,-72.4,300.0
-9.25,-72.3,317.0
-9.25,-72.2,315.0
-9.25,-72.1,320.0
-9.25,-72.0,303.0
-9.25,-71.9,310.0
-9.25,-71.8,337.0
-9.25,-71.7,308.0
-9.25,-71.6,320.0
-9.25,-71.5,267.0
-9.25,-71.4,311.0
-9.25,-71.3,291.0
-9.25,-71.2,300.0
-9.25,-71.1,287.0
-9.25,-71.0,252.0
-9.25,-70.9,221.0
-9.25,-70.8,270.0
-9.25,-70.7,244.0
-9.25,-70.6,270.0
-9.25,-70.5,252.0
-9.25,-70.4,243.0
-9.25,-70.3,205.0
-9.25,-70.2,245.0
-9.25,-70.1,237.0
-9.25,-70.0,220.0
-9.25,-69.9,191.0
-9.25,-69.8,242.0
-9.25,-69.7,246.0
-9.25,-69.6,220.0
-9.25,-69.5,211.0
-9.25,-69.4,203.0
-9.25,-69.3,179.0
-9.25,-69.2,182.0
-9.25,-69.1,196.0
-9.25,-69.0,185.0
-9.25,-68.9,192.0
-9.25,-68.8,158.0
-9.25,-68.7,155.0
-9.25,-68.6,201.0
-9.25,-68.5,188.0
-9.25,-68.4,206.0
-9.25,-68.3,207.0
-9.25,-68.2,175.0
-9.25,-68.1,174.0
-9.25,-68.0,179.0
-9.0,-82.0,-4420.0
-9.0,-81.9,-4411.0
-9.0,-81.8,-5221.0
-9.0,-81.7,-4264.0
-9.0,-81.6,-4525.0
-9.0,-81.5,-4688.0
-9.0,-81.4,-4735.0
-9.0,-81.3,-4978.0
-9.0,-81.2,-5140.0
-9.0,-81.1,-5451.0
-9.0,-81.0,-5535.0
-9.0,-80.9,-5996.0
-9.0,-80.8,-6069.0
-9.0,-80.7,-5574.0
-9.0,-80.6,-4682.0
-9.0,-80.5,-4185.0
-9.0,-80.4,-3034.0
-9.0,-80.3,-2399.0
-9.0,-80.2,-1851.0
-9.0,-80.1,-1356.0
-9.0,-80.0,-680.0
-9.0,-79.9,-302.0
-9.0,-79.8,-163.0
-9.0,-79.7,-119.0
-9.0,-79.6,-115.0
-9.0,-79.5,-107.0
-9.0,-79.4,-109.0
-9.0,-79.3,-108.0
-9.0,-79.2,-102.0
-9.0,-79.1,-100.0
-9.0,-79.0,-94.0
-9.0,-78.9,-83.0
-9.0,-78.8,-64.0
-9.0,-78.7,-10.0
-9.0,-78.6,31.0
-9.0,-78.5,167.0
-9.0,-78.4,350.0
-9.0,-78.3,1006.0
-9.0,-78.2,1796.0
-9.0,-78.1,1613.0
-9.0,-78.0,3627.0
-9.0,-77.9,4102.0
-9.0,-77.8,2602.0
-9.0,-77.7,4678.0
-9.0,-77.6,5056.0
-9.0,-77.5,3511.0
-9.0,-77.4,2843.0
-9.0,-77.3,3577.0
-9.0,-77.2,3815.0
-9.0,-77.1,3037.0
-9.0,-77.0,3158.0
-9.0,-76.9,4275.0
-9.0,-76.8,3648.0
-9.0,-76.7,2576.0
-9.0,-76.6,2942.0
-9.0,-76.5,2141.0
-9.0,-76.4,1159.0
-9.0,-76.3,792.0
-9.0,-76.2,825.0
-9.0,-76.1,574.0
-9.0,-76.0,1022.0
-9.0,-75.9,2017.0
-9.0,-75.8,1334.0
-9.0,-75.7,1327.0
-9.0,-75.6,324.0
-9.0,-75.5,283.0
-9.0,-75.4,292.0
-9.0,-75.3,257.0
-9.0,-75.2,263.0
-9.0,-75.1,274.0
-9.0,-75.0,224.0
-9.0,-74.9,195.0
-9.0,-74.8,204.0
-9.0,-74.7,236.0
-9.0,-74.6,191.0
-9.0,-74.5,160.0
-9.0,-74.4,162.0
-9.0,-74.3,159.0
-9.0,-74.2,154.0
-9.0,-74.1,186.0
-9.0,-74.0,182.0
-9.0,-73.9,180.0
-9.0,-73.8,192.0
-9.0,-73.7,186.0
-9.0,-73.6,197.0
-9.0,-73.5,232.0
-9.0,-73.4,235.0
-9.0,-73.3,250.0
-9.0,-73.2,236.0
-9.0,-73.1,239.0
-9.0,-73.0,266.0
-9.0,-72.9,258.0
-9.0,-72.8,260.0
-9.0,-72.7,236.0
-9.0,-72.6,270.0
-9.0,-72.5,259.0
-9.0,-72.4,277.0
-9.0,-72.3,283.0
-9.0,-72.2,297.0
-9.0,-72.1,295.0
-9.0,-72.0,315.0
-9.0,-71.9,269.0
-9.0,-71.8,287.0
-9.0,-71.7,319.0
-9.0,-71.6,273.0
-9.0,-71.5,291.0
-9.0,-71.4,257.0
-9.0,-71.3,270.0
-9.0,-71.2,291.0
-9.0,-71.1,298.0
-9.0,-71.0,270.0
-9.0,-70.9,238.0
-9.0,-70.8,266.0
-9.0,-70.7,240.0
-9.0,-70.6,228.0
-9.0,-70.5,234.0
-9.0,-70.4,269.0
-9.0,-70.3,246.0
-9.0,-70.2,249.0
-9.0,-70.1,231.0
-9.0,-70.0,230.0
-9.0,-69.9,225.0
-9.0,-69.8,230.0
-9.0,-69.7,202.0
-9.0,-69.6,205.0
-9.0,-69.5,174.0
-9.0,-69.4,182.0
-9.0,-69.3,210.0
-9.0,-69.2,220.0
-9.0,-69.1,209.0
-9.0,-69.0,197.0
-9.0,-68.9,179.0
-9.0,-68.8,186.0
-9.0,-68.7,186.0
-9.0,-68.6,141.0
-9.0,-68.5,147.0
-9.0,-68.4,204.0
-9.0,-68.3,202.0
-9.0,-68.2,196.0
-9.0,-68.1,179.0
-9.0,-68.0,129.0
-8.75,-82.0,-4415.0
-8.75,-81.9,-4421.0
-8.75,-81.8,-4751.0
-8.75,-81.7,-4712.0
-8.75,-81.6,-4390.0
-8.75,-81.5,-4634.0
-8.75,-81.4,-4957.0
-8.75,-81.3,-5042.0
-8.75,-81.2,-4968.0
-8.75,-81.1,-5260.0
-8.75,-81.0,-5864.0
-8.75,-80.9,-6245.0
-8.75,-80.8,-5465.0
-8.75,-80.7,-4021.0
-8.75,-80.6,-3215.0
-8.75,-80.5,-2654.0
-8.75,-80.4,-2171.0
-8.75,-80.3,-1619.0
-8.75,-80.2,-1388.0
-8.75,-80.1,-971.0
-8.75,-80.0,-638.0
-8.75,-79.9,-226.0
-8.75,-79.8,-123.0
-8.75,-79.7,-108.0
-8.75,-79.6,-106.0
-8.75,-79.5,-100.0
-8.75,-79.4,-93.0
-8.75,-79.3,-89.0
-8.75,-79.2,-83.0
-8.75,-79.1,-80.0
-8.75,-79.0,-70.0
-8.75,-78.9,-62.0
-8.75,-78.8,-4.0
-8.75,-78.7,25.0
-8.75,-78.6,459.0
-8.75,-78.5,229.0
-8.75,-78.4,634.0
-8.75,-78.3,1187.0
-8.75,-78.2,3292.0
-8.75,-78.1,1738.0
-8.75,-78.0,3759.0
-8.75,-77.9,1335.0
-8.75,-77.8,3524.0
-8.75,-77.7,4014.0
-8.75,-77.6,4309.0
-8.75,-77.5,3489.0
-8.75,-77.4,4096.0
-8.75,-77.3,3882.0
-8.75,-77.2,2808.0
-8.75,-77.1,4074.0
-8.75,-77.0,3689.0
-8.75,-76.9,3445.0
-8.75,-76.8,3451.0
-8.75,-76.7,2988.0
-8.75,-76.6,3546.0
-8.75,-76.5,2561.0
-8.75,-76.4,925.0
-8.75,-76.3,794.0
-8.75,-76.2,556.0
-8.75,-76.1,654.0
-8.75,-76.0,1429.0
-8.75,-75.9,1462.0
-8.75,-75.8,1324.0
-8.75,-75.7,920.0
-8.75,-75.6,349.0
-8.75,-75.5,275.0
-8.75,-75.4,262.0
-8.75,-75.3,240.0
-8.75,-75.2,261.0
-8.75,-75.1,261.0
-8.75,-75.0,218.0
-8.75,-74.9,243.0
-8.75,-74.8,203.0
-8.75,-74.7,164.0
-8.75,-74.6,158.0
-8.75,-74.5,164.0
-8.75,-74.4,163.0
-8.75,-74.3,170.0
-8.75,-74.2,176.0
-8.75,-74.1,159.0
-8.75,-74.0,181.0
-8.75,-73.9,172.0
-8.75,-73.8,202.0
-8.75,-73.7,226.0
-8.75,-73.6,237.0
-8.75,-73.5,227.0
-8.75,-73.4,236.0
-8.75,-73.3,268.0
-8.75,-73.2,272.0
-8.75,-73.1,281.0
-8.75,-73.0,256.0
-8.75,-72.9,239.0
-8.75,-72.8,229.0
-8.75,-72.7,242.0
-8.75,-72.6,253.0
-8.75,-72.5,265.0
-8.75,-72.4,278.0
-8.75,-72.3,298.0
-8.75,-72.2,310.0
-8.75,-72.1,302.0
-8.75,-72.0,299.0
-8.75,-71.9,299.0
-8.75,-71.8,298.0
-8.75,-71.7,259.0
-8.75,-71.6,282.0
-8.75,-71.5,299.0
-8.75,-71.4,320.0
-8.75,-71.3,269.0
-8.75,-71.2,245.0
-8.75,-71.1,235.0
-8.75,-71.0,246.0
-8.75,-70.9,261.0
-8.75,-70.8,207.0
-8.75,-70.7,233.0
-8.75,-70.6,218.0
-8.75,-70.5,235.0
-8.75,-70.4,243.0
-8.75,-70.3,215.0
-8.75,-70.2,229.0
-8.75,-70.1,219.0
-8.75,-70.0,203.0
-8.75,-69.9,237.0
-8.75,-69.8,215.0
-8.75,-69.7,244.0
-8.75,-69.6,238.0
-8.75,-69.5,212.0
-8.75,-69.4,204.0
-8.75,-69.3,203.0
-8.75,-69.2,192.0
-8.75,-69.1,163.0
-8.75,-69.0,158.0
-8.75,-68.9,156.0
-8.75,-68.8,184.0
-8.75,-68.7,203.0
-8.75,-68.6,203.0
-8.75,-68.5,182.0
-8.75,-68.4,180.0
-8.75,-68.3,179.0
-8.75,-68.2,184.0
-8.75,-68.1,204.0
-8.75,-68.0,182.0
-8.5,-82.0,-4458.0
-8.5,-81.9,-4414.0
-8.5,-81.8,-4585.0
-8.5,-81.7,-5108.0
-8.5,-81.6,-4293.0
-8.5,-81.5,-4637.0
-8.5,-81.4,-4891.0
-8.5,-81.3,-5138.0
-8.5,-81.2,-5326.0
-8.5,-81.1,-5703.0
-8.5,-81.0,-6227.0
-8.5,-80.9,-5434.0
-8.5,-80.8,-4359.0
-8.5,-80.7,-3205.0
-8.5,-80.6,-2342.0
-8.5,-80.5,-1464.0
-8.5,-80.4,-1287.0
-8.5,-80.3,-1002.0
-8.5,-80.2,-974.0
-8.5,-80.1,-643.0
-8.5,-80.0,-274.0
-8.5,-79.9,-213.0
-8.5,-79.8,-155.0
-8.5,-79.7,-98.0
-8.5,-79.6,-96.0
-8.5,-79.5,-86.0
-8.5,-79.4,-82.0
-8.5,-79.3,-77.0
-8.5,-79.2,-72.0
-8.5,-79.1,-62.0
-8.5,-79.0,-34.0
-8.5,-78.9,-7.0
-8.5,-78.8,136.0
-8.5,-78.7,206.0
-8.5,-78.6,244.0
-8.5,-78.5,630.0
-8.5,-78.4,2147.0
-8.5,-78.3,3212.0
-8.5,-78.2,1492.0
-8.5,-78.1,1804.0
-8.5,-78.0,3868.0
-8.5,-77.9,3629.0
-8.5,-77.8,3559.0
-8.5,-77.7,4074.0
-8.5,-77.6,3754.0
-8.5,-77.5,4165.0
-8.5,-77.4,2715.0
-8.5,-77.3,2632.0
-8.5,-77.2,3167.0
-8.5,-77.1,3922.0
-8.5,-77.0,3161.0
-8.5,-76.9,3590.0
-8.5,-76.8,3371.0
-8.5,-76.7,2972.0
-8.5,-76.6,1587.0
-8.5,-76.5,925.0
-8.5,-76.4,543.0
-8.5,-76.3,641.0
-8.5,-76.2,874.0
-8.5,-76.1,1546.0
-8.5,-76.0,1534.0
-8.5,-75.9,1012.0
-8.5,-75.8,694.0
-8.5,-75.7,1116.0
-8.5,-75.6,288.0
-8.5,-75.5,273.0
-8.5,-75.4,296.0
-8.5,-75.3,297.0
-8.5,-75.2,218.0
-8.5,-75.1,207.0
-8.5,-75.0,176.0
-8.5,-74.9,192.0
-8.5,-74.8,199.0
-8.5,-74.7,169.0
-8.5,-74.6,159.0
-8.5,-74.5,152.0
-8.5,-74.4,151.0
-8.5,-74.3,147.0
-8.5,-74.2,151.0
-8.5,-74.1,164.0
-8.5,-74.0,194.0
-8.5,-73.9,213.0
-8.5,-73.8,248.0
-8.5,-73.7,260.0
-8.5,-73.6,262.0
-8.5,-73.5,231.0
-8.5,-73.4,252.0
-8.5,-73.3,292.0
-8.5,-73.2,268.0
-8.5,-73.1,248.0
-8.5,-73.0,240.0
-8.5,-72.9,227.0
-8.5,-72.8,213.0
-8.5,-72.7,234.0
-8.5,-72.6,248.0
-8.5,-72.5,235.0
-8.5,-72.4,244.0
-8.5,-72.3,257.0
-8.5,-72.2,266.0
-8.5,-72.1,271.0
-8.5,-72.0,278.0
-8.5,-71.9,287.0
-8.5,-71.8,295.0
-8.5,-71.7,305.0
-8.5,-71.6,294.0
-8.5,-71.5,263.0
-8.5,-71.4,233.0
-8.5,-71.3,256.0
-8.5,-71.2,270.0
-8.5,-71.1,271.0
-8.5,-71.0,240.0
-8.5,-70.9,222.0
-8.5,-70.8,229.0
-8.5,-70.7,238.0
-8.5,-70.6,192.0
-8.5,-70.5,203.0
-8.5,-70.4,226.0
-8.5,-70.3,223.0
-8.5,-70.2,227.0
-8.5,-70.1,225.0
-8.5,-70.0,208.0
-8.5,-69.9,200.0
-8.5,-69.8,203.0
-8.5,-69.7,215.0
-8.5,-69.6,219.0
-8.5,-69.5,193.0
-8.5,-69.4,213.0
-8.5,-69.3,222.0
-8.5,-69.2,219.0
-8.5,-69.1,228.0
-8.5,-69.0,207.0
-8.5,-68.9,211.0
-8.5,-68.8,189.0
-8.5,-68.7,187.0
-8.5,-68.6,216.0
-8.5,-68.5,223.0
-8.5,-68.4,194.0
-8.5,-68.3,208.0
-8.5,-68.2,170.0
-8.5,-68.1,154.0
-8.5,-68.0,193.0
-8.25,-82.0,-4463.0
-8.25,-81.9,-4352.0
-8.25,-81.8,-4499.0
-8.25,-81.7,-4841.0
-8.25,-81.6,-5036.0
-8.25,-81.5,-4625.0
-8.25,-81.4,-4822.0
-8.25,-81.3,-5332.0
-8.25,-81.2,-5788.0
-8.25,-81.1,-6252.0
-8.25,-81.0,-5579.0
-8.25,-80.9,-4330.0
-8.25,-80.8,-3046.0
-8.25,-80.7,-2032.0
-8.25,-80.6,-1247.0
-8.25,-80.5,-1006.0
-8.25,-80.4,-736.0
-8.25,-80.3,-526.0
-8.25,-80.2,-278.0
-8.25,-80.1,-197.0
-8.25,-80.0,-205.0
-8.25,-79.9,-181.0
-8.25,-79.8,-149.0
-8.25,-79.7,-126.0
-8.25,-79.6,-80.0
-8.25,-79.5,-79.0
-8.25,-79.4,-73.0
-8.25,-79.3,-64.0
-8.25,-79.2,-48.0
-8.25,-79.1,-36.0
-8.25,-79.0,-2.0
-8.25,-78.9,161.0
-8.25,-78.8,907.0
-8.25,-78.7,783.0
-8.25,-78.6,2394.0
-8.25,-78.5,3218.0
-8.25,-78.4,3004.0
-8.25,-78.3,4061.0
-8.25,-78.2,3816.0
-8.25,-78.1,2641.0
-8.25,-78.0,2959.0
-8.25,-77.9,3436.0
-8.25,-77.8,3993.0
-8.25,-77.7,4150.0
-8.25,-77.6,3028.0
-8.25,-77.5,2287.0
-8.25,-77.4,3325.0
-8.25,-77.3,2958.0
-8.25,-77.2,3711.0
-8.25,-77.1,3163.0
-8.25,-77.0,1971.0
-8.25,-76.9,3178.0
-8.25,-76.8,2647.0
-8.25,-76.7,1477.0
-8.25,-76.6,589.0
-8.25,-76.5,482.0
-8.25,-76.4,706.0
-8.25,-76.3,932.0
-8.25,-76.2,1354.0
-8.25,-76.1,1085.0
-8.25,-76.0,1683.0
-8.25,-75.9,1679.0
-8.25,-75.8,1181.0
-8.25,-75.7,378.0
-8.25,-75.6,272.0
-8.25,-75.5,268.0
-8.25,-75.4,365.0
-8.25,-75.3,278.0
-8.25,-75.2,257.0
-8.25,-75.1,237.0
-8.25,-75.0,189.0
-8.25,-74.9,163.0
-8.25,-74.8,163.0
-8.25,-74.7,151.0
-8.25,-74.6,151.0
-8.25,-74.5,146.0
-8.25,-74.4,155.0
-8.25,-74.3,159.0
-8.25,-74.2,173.0
-8.25,-74.1,205.0
-8.25,-74.0,234.0
-8.25,-73.9,255.0
-8.25,-73.8,238.0
-8.25,-73.7,222.0
-8.25,-73.6,243.0
-8.25,-73.5,261.0
-8.25,-73.4,232.0
-8.25,-73.3,218.0
-8.25,-73.2,226.0
-8.25,-73.1,211.0
-8.25,-73.0,216.0
-8.25,-72.9,222.0
-8.25,-72.8,236.0
-8.25,-72.7,208.0
-8.25,-72.6,234.0
-8.25,-72.5,211.0
-8.25,-72.4,221.0
-8.25,-72.3,240.0
-8.25,-72.2,261.0
-8.25,-72.1,237.0
-8.25,-72.0,230.0
-8.25,-71.9,257.0
-8.25,-71.8,263.0
-8.25,-71.7,248.0
-8.25,-71.6,269.0
-8.25,-71.5,277.0
-8.25,-71.4,276.0
-8.25,-71.3,292.0
-8.25,-71.2,271.0
-8.25,-71.1,232.0
-8.25,-71.0,194.0
-8.25,-70.9,218.0
-8.25,-70.8,225.0
-8.25,-70.7,224.0
-8.25,-70.6,250.0
-8.25,-70.5,195.0
-8.25,-70.4,185.0
-8.25,-70.3,198.0
-8.25,-70.2,217.0
-8.25,-70.1,209.0
-8.25,-70.0,195.0
-8.25,-69.9,203.0
-8.25,-69.8,188.0
-8.25,-69.7,206.0
-8.25,-69.6,189.0
-8.25,-69.5,194.0
-8.25,-69.4,174.0
-8.25,-69.3,186.0
-8.25,-69.2,186.0
-8.25,-69.1,177.0
-8.25,-69.0,188.0
-8.25,-68.9,184.0
-8.25,-68.8,210.0
-8.25,-68.7,193.0
-8.25,-68.6,203.0
-8.25,-68.5,158.0
-8.25,-68.4,179.0
-8.25,-68.3,190.0
-8.25,-68.2,194.0
-8.25,-68.1,180.0
-8.25,-68.0,169.0
-8.0,-82.0,-4407.0
-8.0,-81.9,-4470.0
-8.0,-81.8,-4597.0
-8.0,-81.7,-4534.0
-8.0,-81.6,-5035.0
-8.0,-81.5,-5075.0
-8.0,-81.4,-5087.0
-8.0,-81.3,-5655.0
-8.0,-81.2,-5969.0
-8.0,-81.1,-5219.0
-8.0,-81.0,-4072.0
-8.0,-80.9,-2717.0
-8.0,-80.8,-2436.0
-8.0,-80.7,-1253.0
-8.0,-80.6,-1214.0
-8.0,-80.5,-950.0
-8.0,-80.4,-562.0
-8.0,-80.3,-277.0
-8.0,-80.2,-181.0
-8.0,-80.1,-169.0
-8.0,-80.0,-146.0
-8.0,-79.9,-147.0
-8.0,-79.8,-149.0
-8.0,-79.7,-119.0
-8.0,-79.6,-86.0
-8.0,-79.5,-70.0
-8.0,-79.4,-46.0
-8.0,-79.3,-26.0
-8.0,-79.2,17.0
-8.0,-79.1,310.0
-8.0,-79.0,390.0
-8.0,-78.9,1245.0
-8.0,-78.8,729.0
-8.0,-78.7,1466.0
-8.0,-78.6,3412.0
-8.0,-78.5,2958.0
-8.0,-78.4,3501.0
-8.0,-78.3,4085.0
-8.0,-78.2,3914.0
-8.0,-78.1,3772.0
-8.0,-78.0,4019.0
-8.0,-77.9,3876.0
-8.0,-77.8,3709.0
-8.0,-77.7,2650.0
-8.0,-77.6,2231.0
-8.0,-77.5,3086.0
-8.0,-77.4,4054.0
-8.0,-77.3,3418.0
-8.0,-77.2,3752.0
-8.0,-77.1,3481.0
-8.0,-77.0,2364.0
-8.0,-76.9,2142.0
-8.0,-76.8,1554.0
-8.0,-76.7,654.0
-8.0,-76.6,1370.0
-8.0,-76.5,1167.0
-8.0,-76.4,1281.0
-8.0,-76.3,1401.0
-8.0,-76.2,775.0
-8.0,-76.1,1277.0
-8.0,-76.0,1003.0
-8.0,-75.9,1036.0
-8.0,-75.8,295.0
-8.0,-75.7,219.0
-8.0,-75.6,211.0
-8.0,-75.5,273.0
-8.0,-75.4,289.0
-8.0,-75.3,242.0
-8.0,-75.2,234.0
-8.0,-75.1,187.0
-8.0,-75.0,164.0
-8.0,-74.9,150.0
-8.0,-74.8,145.0
-8.0,-74.7,141.0
-8.0,-74.6,152.0
-8.0,-74.5,157.0
-8.0,-74.4,189.0
-8.0,-74.3,219.0
-8.0,-74.2,200.0
-8.0,-74.1,217.0
-8.0,-74.0,258.0
-8.0,-73.9,666.0
-8.0,-73.8,262.0
-8.0,-73.7,269.0
-8.0,-73.6,310.0
-8.0,-73.5,271.0
-8.0,-73.4,250.0
-8.0,-73.3,240.0
-8.0,-73.2,243.0
-8.0,-73.1,241.0
-8.0,-73.0,230.0
-8.0,-72.9,232.0
-8.0,-72.8,199.0
-8.0,-72.7,221.0
-8.0,-72.6,224.0
-8.0,-72.5,211.0
-8.0,-72.4,211.0
-8.0,-72.3,242.0
-8.0,-72.2,244.0
-8.0,-72.1,209.0
-8.0,-72.0,230.0
-8.0,-71.9,243.0
-8.0,-71.8,245.0
-8.0,-71.7,230.0
-8.0,-71.6,247.0
-8.0,-71.5,217.0
-8.0,-71.4,253.0
-8.0,-71.3,283.0
-8.0,-71.2,247.0
-8.0,-71.1,244.0
-8.0,-71.0,219.0
-8.0,-70.9,237.0
-8.0,-70.8,259.0
-8.0,-70.7,176.0
-8.0,-70.6,195.0
-8.0,-70.5,237.0
-8.0,-70.4,226.0
-8.0,-70.3,196.0
-8.0,-70.2,180.0
-8.0,-70.1,200.0
-8.0,-70.0,192.0
-8.0,-69.9,177.0
-8.0,-69.8,202.0
-8.0,-69.7,186.0
-8.0,-69.6,180.0
-8.0,-69.5,194.0
-8.0,-69.4,186.0
-8.0,-69.3,178.0
-8.0,-69.2,169.0
-8.0,-69.1,198.0
-8.0,-69.0,198.0
-8.0,-68.9,163.0
-8.0,-68.8,205.0
-8.0,-68.7,218.0
-8.0,-68.6,201.0
-8.0,-68.5,203.0
-8.0,-68.4,193.0
-8.0,-68.3,155.0
-8.0,-68.2,195.0
-8.0,-68.1,176.0
-8.0,-68.0,176.0
-7.75,-82.0,-4423.0
-7.75,-81.9,-4466.0
-7.75,-81.8,-4536.0
-7.75,-81.7,-4584.0
-7.75,-81.6,-4896.0
-7.75,-81.5,-5624.0
-7.75,-81.4,-5209.0
-7.75,-81.3,-6131.0
-7.75,-81.2,-5459.0
-7.75,-81.1,-4422.0
-7.75,-81.0,-2749.0
-7.75,-80.9,-2754.0
-7.75,-80.8,-2101.0
-7.75,-80.7,-1276.0
-7.75,-80.6,-848.0
-7.75,-80.5,-523.0
-7.75,-80.4,-390.0
-7.75,-80.3,-274.0
-7.75,-80.2,-191.0
-7.75,-80.1,-143.0
-7.75,-80.0,-142.0
-7.75,-79.9,-116.0
-7.75,-79.8,-101.0
-7.75,-79.7,-109.0
-7.75,-79.6,-45.0
-7.75,-79.5,-21.0
-7.75,-79.4,10.0
-7.75,-79.3,72.0
-7.75,-79.2,133.0
-7.75,-79.1,198.0
-7.75,-79.0,347.0
-7.75,-78.9,891.0
-7.75,-78.8,2040.0
-7.75,-78.7,3442.0
-7.75,-78.6,2315.0
-7.75,-78.5,1472.0
-7.75,-78.4,2167.0
-7.75,-78.3,3272.0
-7.75,-78.2,3445.0
-7.75,-78.1,2659.0
-7.75,-78.0,3230.0
-7.75,-77.9,3115.0
-7.75,-77.8,3953.0
-7.75,-77.7,2634.0
-7.75,-77.6,3043.0
-7.75,-77.5,4041.0
-7.75,-77.4,3669.0
-7.75,-77.3,3108.0
-7.75,-77.2,2455.0
-7.75,-77.1,2359.0
-7.75,-77.0,1857.0
-7.75,-76.9,1672.0
-7.75,-76.8,951.0
-7.75,-76.7,520.0
-7.75,-76.6,1088.0
-7.75,-76.5,500.0
-7.75,-76.4,1406.0
-7.75,-76.3,730.0
-7.75,-76.2,1026.0
-7.75,-76.1,1071.0
-7.75,-76.0,761.0
-7.75,-75.9,626.0
-7.75,-75.8,629.0
-7.75,-75.7,238.0
-7.75,-75.6,277.0
-7.75,-75.5,272.0
-7.75,-75.4,187.0
-7.75,-75.3,165.0
-7.75,-75.2,153.0
-7.75,-75.1,136.0
-7.75,-75.0,134.0
-7.75,-74.9,146.0
-7.75,-74.8,154.0
-7.75,-74.7,188.0
-7.75,-74.6,220.0
-7.75,-74.5,206.0
-7.75,-74.4,227.0
-7.75,-74.3,205.0
-7.75,-74.2,225.0
-7.75,-74.1,222.0
-7.75,-74.0,242.0
-7.75,-73.9,244.0
-7.75,-73.8,298.0
-7.75,-73.7,429.0
-7.75,-73.6,282.0
-7.75,-73.5,257.0
-7.75,-73.4,238.0
-7.75,-73.3,247.0
-7.75,-73.2,248.0
-7.75,-73.1,256.0
-7.75,-73.0,240.0
-7.75,-72.9,239.0
-7.75,-72.8,225.0
-7.75,-72.7,214.0
-7.75,-72.6,193.0
-7.75,-72.5,182.0
-7.75,-72.4,210.0
-7.75,-72.3,227.0
-7.75,-72.2,221.0
-7.75,-72.1,219.0
-7.75,-72.0,187.0
-7.75,-71.9,209.0
-7.75,-71.8,248.0
-7.75,-71.7,236.0
-7.75,-71.6,219.0
-7.75,-71.5,223.0
-7.75,-71.4,214.0
-7.75,-71.3,228.0
-7.75,-71.2,233.0
-7.75,-71.1,260.0
-7.75,-71.0,233.0
-7.75,-70.9,195.0
-7.75,-70.8,203.0
-7.75,-70.7,204.0
-7.75,-70.6,168.0
-7.75,-70.5,216.0
-7.75,-70.4,223.0
-7.75,-70.3,196.0
-7.75,-70.2,201.0
-7.75,-70.1,184.0
-7.75,-70.0,168.0
-7.75,-69.9,201.0
-7.75,-69.8,187.0
-7.75,-69.7,195.0
